author,year,title,abstract,group
"LUTINSKI, JUNIR A. and LUTINSKI, CLADIS J. and GUARDA, CARIN and BUSATO, MARIA A. and GARCIA, FLÁVIO R.M.",2017,Richness and structure of ant assemblies (Hymenoptera: Formicidae) in Atlantic forest in southern Brazil,"ABSTRACT Ant diversity is influenced by the structural complexity of the environment. Ants are thus an ecologically important group due to their potential to serve as indicators of environmental quality. The objective of this study was to evaluate ant diversity in areas with different land use histories and thus, within different stages of regeneration in the Permanent Preservation Area of the Foz do Chapecó Hydroelectric Plant reservoir. Ant assemblies among sample sites were compared using rarefaction analysis, and estimated richness, frequency of occurrence, and relative abundance were calculated. Associations between species and sample sites were evaluated using Principal Component Analysis (PCA). We identified 55 species in total from 24 genera, distributed among seven subfamilies. Eight species had positive associations with sample sites. Estimates indicated that ant richness may be up to 21.4% greater than that observed. This study presents an inventory of species capable of colonizing environments undergoing natural regeneration processes, and aids our understanding of ecological recovery dynamics in protected areas near hydroelectric plant reservoirs southern Brazil.",scielo
"Souza, Silvana Cristina Pereira Muniz de and Rodrigues, Ricardo Ribeiro and Joly, Carlos Alfredo",2017,"O banco de sementes e suas implicações na diversidade da Floresta Ombrófila Densa Submontana no Parque Estadual Carlos Botelho, São Paulo, SP, Brasil","ABSTRACT This study aimed to characterize the composition and dynamics of the species present in the seed bank within the Parque Estadual Carlos Botelho, in a permanent plot of 10 ha subdivided into 256 sub-plots of 20 × 20 m. From these, 25 sub-plots were randomly selected, from which three soil samples of 0.25 × 0.25 × 0.05 m were collected. As a result, 3,204 seeds of 93 species were germinated. The arboreal life form presented 50% of the total germinated seeds, of which 97% were intolerant to shade and 3% tolerant. The dominant dispersal syndrome was the zoochory. The floristic similarity between collectings was low and there was high spatial variation of species. We accept the hypotheses that the species present in the seed bank are predominantly shrubs and trees, shade intolerant and zoochoric, and that the floristic composition varies in time and space. RESUMO Este estudo teve como objetivo caracterizar a composição e dinâmica das espécies presentes no banco de sementes no interior do Parque Estadual Carlos Botelho, em uma parcela permanente de 10 ha, subdividida em 256 subparcelas de 20 × 20 m. Destas, foram sorteadas 25 subparcelas, das quais foram coletadas três amostras de solo de 0,25 × 0,25 × 0,05 m. Germinaram 3.204 sementes de 93 espécies, a forma de vida arbórea representou 50% do total de sementes germinadas, dentre estas 97% eram intolerantes à sombra e 3% tolerantes. A síndrome de dispersão dominante foi a zoocórica. A similaridade florística entre coletas foi baixa e ocorreu alta variação espacial das espécies. Aceitamos as hipóteses de que as espécies presentes no banco de sementes são predominantemente arbustivas e arbóreas, intolerantes à sombra e zoocóricas e que a sua composição florística varia no tempo e no espaço.",scielo
"Bett, Larissa Amanda and May, Dayane",2017,"REGENERAÇÃO NATURAL DE Ocotea odorifera (VELL.) ROHWER (LAURACEAE) EM FLORESTA OMBRÓFILA MISTA, PARANÁ, BRASIL","ABSTRACT The limitation of knowledge about auto-ecology of Ocotea odorifera (Lauraceae) in the preserved remnants indicates the need for further research to provide subsidies for the implementation of conservation programs. In this context, the present study aimed to evaluate the natural regeneration of Ocotea odorifera (Lauraceae), an endangered species, characteristic of the vegetation type of Araucaria Forest (FOM) occurring in Private Natural Heritage Reserve (PRNP) Uru, Municipality of Lapa, Paraná state, Brazil. The national distribution of this species was lifted from museum collections of the available online data, and in the Curitiba Botanical Museum (MBM). To analyze the natural regeneration were set 10 circular plots of 40 m in diameter, containing an array of seeds in the center, totaling 12,560 m² sampling area. All regenerating individuals Ocotea odorifera contained in the plots were geo-referenced and measured their height and Diameter at Ground Height (DGH). It was also measured the thickness of litter and light intensity in each plot. Analyses were based on phytosociological parameters and the degree of species dispersion was assessed by Morisita Index (Id). The museum survey found 867 records Ocotea odorifera, compiled by 47 national collections, occurring in 16 Brazilian states. The density of natural regeneration was 77.6 ind.ha-1 and the growth pattern of population-inverted J, with greater abundance of individuals (44.71%) with heights up to 0.50 m. The presence of seed trees in the PRNP Uru was limited to areas of FOM at an advanced stage of succession, and the sampling units with thicker litter were those with the highest number of measured individuals. The recognition of ecological potential, especially as the regenerative capacity and the factors influencing it in a natural environment, act as a basis for conservation actions to ensure the perpetuation of Ocotea odorifera. RESUMO A limitação do conhecimento sobre a autoecologia de Ocotea odorifera (Lauraceae) nos remanescentes conservados indica a necessidade do desenvolvimento de pesquisas que forneçam subsídios para a implantação de programas de conservação. Nesse contexto, a presente pesquisa teve como objetivo avaliar a regeneração natural de Ocotea odorifera (Lauraceae), espécie ameaçada de extinção, característica da fitofisionomia Floresta Ombrófila Mista (FOM) ocorrente na Reserva Particular do Patrimônio Natural (RPPN) Uru, Lapa, Paraná, Brasil. A distribuição nacional dessa espécie foi levantada a partir de dados museológicos disponíveis em acervos online, e no Museu Botânico de Curitiba (MBM). Para análise da regeneração natural foram definidas 10 parcelas circulares com 40 m de diâmetro, contendo uma matriz de sementes no centro, totalizando 12.560 m² de área amostral. Todos os indivíduos regenerantes de Ocotea odorifera contidos nas parcelas foram georreferenciados e mensurados em altura e Diâmetro a Altura do Solo (DAS). Foi medida também a espessura de serapilheira e intensidade luminosa em cada parcela. As análises foram baseadas nos parâmetros fitossociológicos e o grau de dispersão da espécie foi avaliado por meio do Índice de Morisita (Id). O levantamento museológico revelou 867 registros de Ocotea odorifera, compilados em 47 coleções, com ocorrência em 16 estados brasileiros. A densidade da regeneração natural foi de 77,6 ind.ha-1 e o padrão de crescimento da regeneração natural demonstrou tendência para J-invertido, com maior abundância de indivíduos (44,7%) com altura até 0,50 m. A presença das árvores-matrizes na RPPN Uru esteve restrita às áreas de FOM em estágio avançado de sucessão, sendo que as unidades amostrais com serapilheira mais espessa foram aquelas com maior número de indivíduos mensurados. O reconhecimento das potencialidades ecológicas, especialmente quanto à capacidade regenerativa e os fatores que a influenciam em ambiente natural, atuam como base para ações conservacionistas que garantem a perpetuação da Ocotea odorifera.",scielo
"Muñoz Gutiérrez, Jhonatan Andrés and Xavier Rousseau, Guillaume and Andrade-Silva, Joudellys and Charles Delabie, Jacques Hubert",2017,"Taxones superiores de hormigas como sustitutos de la riqueza de especies, en una cronosecuencia de bosques secundarios, bosque primario y sistemas agroforestales en la Amazonía Oriental, Brasil","Abstract:Deforestation in Amazon forests is one of the main causes for biodiversity loss worldwide. Ants are key into the ecosystem because act like engineers; hence, the loss of ants’ biodiversity may be a guide to measure the loss of essential functions into the ecosystems. The aim of this study was to evaluate soil ant’s richness and to estimate whether higher taxa levels (Subfamily and Genus) can be used as surrogates of species richness in different vegetation types (fallows, old-growth forests and agroforestry systems) in Eastern Amazon. The samples were taken in 65 areas in the Maranhão and Pará States in the period 2011-2014. The sampling scheme followed the procedure of Tropical Soil Biology and Fertility (TSBF). Initially, the vegetation types were characterized according to their age and estimated species richness. Linear and exponential functions were applied to evaluate if higher taxa can be used as surrogates and correlated with the Pearson coefficient. In total, 180 species distributed in 60 genera were identified. The results showed that ant species richness was higher in intermediate fallows (88) and old secondary forest (76), and was lower in agroforestry systems (38) and mature riparian forest (35). The genus level was the best surrogate to estimate the ant’s species richness across the different vegetation types, and explained 72-97 % (P < 0.001) of the total species variability. The results confirmed that the genus level is an excellent surrogate to estimate the ant’s species richness in the region and that both fallows and agroforestry systems may contribute in the conservation of Eastern Amazon ant community. Rev. Biol. Trop. 65 (1): 279-291. Epub 2017 March 01. ResumenLa deforestación es una de las principales causas de pérdida de biodiversidad en todo el mundo. Las hormigas son clave como ingenieras del ecosistema, por lo tanto, la pérdida de la diversidad de hormigas puede indicar la pérdida de funciones cruciales de los ecosistemas. El objetivo de este estudio fue evaluar la riqueza de hormigas del suelo y estimar si los niveles superiores (Subfamilia y Género) pueden ser usados como sustitutos para estimar la riqueza de especies en diferentes estados de sucesión del bosque (bosque primario, bosque secundario y sistema agroforestal) en la Amazonía Oriental. Fueron muestreadas 65 parcelas en el estado de Maranhão y Pará entre 2011 y 2014. El esquema de muestreo siguió el procedimiento de Biología de Suelos Tropicales y Fertilidad (TSBF). Primero caracterizamos los tipos de vegetación de acuerdo con su edad y luego se estimó la riqueza de especies. Para evaluar si los taxones superiores pueden utilizarse como sustitutos utilizamos funciones lineales y exponenciales y correlación de Pearson. En total, se identificaron 180 especies distribuidas en 60 géneros. Los resultados mostraron que la riqueza fue superior en el bosque secundario intermedio (88) y avanzado (76) y fue menor en el sistema agroforestal (38) y bosque ribereño primario (35). El género fue el mejor sustituto para estimar la riqueza de especies de hormigas a través de los diferentes tipos de sucesión vegetal, explicando entre el 72-97 % (P < 0.001) de la variabilidad total de especies. Nuestros resultados confirman que el uso del nivel de género es un excelente sustituto para estimar la riqueza de especies de hormigas en la región y tanto los bosques en regeneración y sistemas agroforestales pueden contribuir en la conservación de la comunidad de hormigas en la Amazonía Oriental.",scielo
"Santos, Paola F and Garcia, Paulo O and Santos, Rubens M and Morel, Jean D and Benício, Matheus H M and Apgaua, Deborah M G and Tng, David Y P",2017,"Temporal changes in tree community structure and richness in a seasonally dry tropical forest in Minas Gerais, southeastern Brazil","Seasonally Dry Tropical Forests (SDTF) are gaining recognition as a habitat of global conservation significance. However, these forests often occur on rich soils, and are therefore prone to disturbance by agricultural activities. Across their range, many SDTFs are in various stages of regeneration, although little is known about their regeneration dynamics and temporal change in general. To fill this knowledge gap, we studied the changes in species diversity and community structure of an SDTF tree community with a history of past selective logging located in northern Minas Gerais, Brazil. We hypothesized an increase in species diversity and biomass-related parameters, along with a reduction in stem density for the community after five years of regeneration. In 2005, we measured all trees (diameter ≥ 3.18 cm at 1.3 m) within twenty 20 x 20 m (400 m²) plots in the patch, and we remeasured the trees in 2010. Between the two censuses, we found no significant changes in species richness and diversity, suggesting that species accumulation had leveled out. However, we found significant gains in tree basal area and recruitment, suggesting continual regeneration. Diameter class distributions of the five most abundant tree species showed similar patterns. We conclude that past disturbances can have ongoing effects on SDTF vegetation, although inter-annual variations may also play a regulatory role on community dynamics. Los Bosques Tropicales Secos Estacionales (BTSE) gozan de reconocimiento como hábitat de importancia global para la conservación. Sin embargo, estos bosques se encuentran a menudo en suelos ricos, y, por lo tanto, son propensos a perturbación por actividades agrícolas. En su rango de distribución, muchos BTSE están en varias etapas de regeneración, pero se sabe poco acerca de su dinámica de regeneración y cambio temporal en general. Para llenar este vacío de conocimiento, se estudiaron cambios en la diversidad de especies y la estructura de una comunidad de árboles de un BTSE con una historia de tala selectiva en el norte de Minas Gerais, Brasil. Se hipotetizó un aumento en la diversidad de especies y parámetros relacionados con la biomasa, junto con una reducción de la densidad para la comunidad después de cinco años de regeneración. En 2005, todos los árboles (diámetro ≥ 3,18 cm a 1,3 m) fueron medidos dentro de veinte parcelas de 20x20 m (400 m²), y fue repetido el mismo procedimiento en 2010. Entre ambos censos, no hubo cambios significativos en riqueza de especies ni diversidad, lo que sugiere que la acumulación de especies se había estabilizado. Sin embargo, hubo ganancias significativas en área basal y en el reclutamiento, lo que sugiere una regeneración continua. Las distribuciones diamétricas de las cinco especies de árboles más abundantes mostraron patrones similares. Se concluyó que los disturbios pasados pueden tener efectos continuos sobre la vegetación del BTSE, aunque las variaciones interanuales también pueden desempeñar un papel regulador en la dinámica de la comunidad.",scielo
"Tomazello Filho, Mario and Latorraca, João Vicente de Figueiredo and Fischer, Felícia Miranda and Muñiz, Graciela Inez Bonzon de and Melandri, José Luis and Stasiak, Patrícia Maria and Torres, Marco Antônio and Piccion, Willian Julio and Hoffmann, Harry Albino and Silva, Luciana Duque",2017,Avaliação da Dispersão de Sementes de Pinus taeda L. pela Análise dos Anéis de Crescimento de Árvores de Regeneração Natural,"ABSTRACT The Pinus taeda trees - introduced in Brazil in 1880 and in experimental trials in 1936 - have been listed in specialized literature of biological invasion process in some areas of general fields and altitude of the states of Parana and Santa Catarina such as, the savanna in the state São Paulo, sandbar in the state of Santa Catarina and pampas in the state of Rio Grande do Sul. The annual tree-rings formed in the wood of Pinus taeda trees constitute an important tool in the evaluation of the biological invasion process. The present study aimed to evaluate the spatial-temporal dispersion of seeds by analyzing the tree-rings of Pinus taeda trees from plantations and natural regeneration in the region of Faxinal do Céu, state of Paraná. The results allowed determining the age and growth rate of the pine trees trunk from plantations; the date of germination, the seed dispersal area and the growth rate of trees of natural regeneration. The results allow, likewise discussing the invasion process of pine trees by seed dispersal in areas close to forest plantations. RESUMO As árvores de Pinus taeda – introduzidas no Brasil em 1880 e em ensaios experimentais em 1936 – têm sido relacionadas na literatura especializada ao processo de invasão biológica de algumas áreas de campos gerais e de altitude dos estados do Paraná e Santa Catarina, de cerrado no estado de São Paulo, de restinga no estado de Santa Catarina e de pampas no estado do Rio Grande do Sul. Os anéis de crescimento anuais formados no lenho das árvores de Pinus taeda constituem importante ferramenta na avaliação do processo de invasão biológica. Com esse objetivo, no presente trabalho avaliou-se a dispersão espacial-temporal de sementes analisando-se os anéis de crescimento do lenho de árvores de Pinus taeda de plantações e de regeneração natural na região de Faxinal do Céu, estado do Paraná. Os resultados possibilitaram determinar a idade e a taxa de crescimento do tronco das árvores de Pinus taeda de plantações, a data da germinação, a área de dispersão das sementes e a taxa de crescimento das árvores de regeneração natural. Os resultados permitem, da mesma forma, discutir o processo de invasão de árvores de Pinus taeda pela dispersão das sementes em áreas limítrofes às plantações florestais.",scielo
"Souza, Chayane Cristina de and Higuchi, Pedro and Silva, Ana Carolina da and Souza, Karine and Rosa, Angélica Dalla and Rech, Carla Carolina Chini and Rodrigues Junior, Luiz Carlos and Walter, Felipe Fornara",2017,"FLORISTIC-STRUCTURAL VARIATION OF NATURAL REGENERATION ALONG DIFFERENT TOPOGRAPHIC POSITIONS OF AN ECOTONAL FOREST IN SANTA CATARINA, BRAZIL","ABSTRACT Studies on the natural regeneration of tree species communities are important for providing information on forest development capacity. This research aimed to evaluate the floristic-structural variations of the tree regenerative component along a topographic gradient in an ecotonal area between a Mixed Ombrophilous Forest and a Deciduous Seasonal Forest of Santa Catarina, Brazil. 30 sampling units of which all regenerating tree species individuals have been identified were allocated in the forest fragment. The sampling units were then distributed along a topographic gradient into lower, intermediate and upper sectors. Abundance, richness, Shannon's diversity index (H') and Pielou's evenness index (J) have been determined for both the whole community as for each sector. The community floristic-structural organization was verified by the means of the non-metric multidimensional scaling (NMDS), the indicator species analysis and the permutational multivariate analysis of variance (PERMANOVA). Abundance differences among sectors were analyzed through the Kruskal-Wallis test with post hoc multiple nonparametric test while richness differences were verified through rarefaction. Regenerating individuals density in the upper sector [129 (21.300 ind.ha-1)] was lower than both in the lower [401 (63.800 ind.ha-1)] and intermediary [241 (36.300 ind.ha-1)] sectors. There was variation in the floristic-structural composition (p < 0.001) among topographic positions; the lower sector was the most distinct one and showed the highest number of indicator species. RESUMO Estudos sobre a regeneração natural de comunidades de espécies arbóreas são importantes por fornecer informações sobre a capacidade de desenvolvimento da floresta. O presente trabalho objetivou avaliar as variações florístico-estruturais do componente arbóreo regenerativo ao longo de um gradiente topográfico, em uma área ecotonal entre Floresta Ombrófila Mista e Floresta Estacional Decidual em Santa Catarina. No fragmento florestal, foram instaladas 30 unidades amostrais, onde todos os indivíduos arbóreos regenerantes foram identificados. As unidades amostrais foram distribuídas em três setores ao longo de um gradiente topográfico: setor inferior, intermediário e superior. Para a comunidade como um todo e para cada setor, foram determinados a abundância, riqueza, índice de Shannon (H') e equabilidade de Pielou (J). A organização florístico-estrutural da comunidade foi verificada por meio do Escalonamento Multidimensional Não-Métrico (NMDS), análise de espécies indicadoras e Análise de Variância Multivariada Permutacional (PERMANOVA). Diferenças de abundância e riqueza entre os setores foram avaliadas, respectivamente, pela Análise de Kruskal-Wallis, com teste múltiplo não paramétrico, e rarefação. Houve baixa densidade de indivíduos regenerante inferior e 241 (36.300 ind.ha-1) no intermediário]. Observou-se que a composição florístico-estrutural foi variável entre as posições topográficas (p < 0,001), sendo o setor inferior o mais distinto dos demais e com maior número de espécies indicadoras.",scielo
"Ferreira, Maxmiller Cardoso and Rodrigues, Silvia Barbosa and Vieira, Daniel Luis Mascia",2017,REGENERATION THROUGH RESPROUTING AFTER CLEAR-CUTTING AND TOPSOIL STRIPPING IN A TROPICAL DRY FOREST IN CENTRAL BRAZIL1,"ABSTRACT Tropical dry forest trees have high resprouting ability, which may be useful for ecological restoration purposes. However, resprouting ability is affected by the type and severity of the disturbance. This study described the regeneration of trees through resprouting in a seasonally deciduous forest in Central Brazil, six months after being subjected to a gradient of disturbance. In order to expand a limestone quarry, 10 ha of deciduous forest were deforested in May 2013, creating areas with three increasing levels of disturbance: Clear-Cutting, Stump Removal and 5-20 cm of Topsoil Stripping. Twenty 3.14 m² circular plots were randomly selected in each type of disturbance. All resprouts were counted and identified to species level. The plant organ where each resprout grew from and the distance of the resprout insertion to the soil were recorded. There were 27 species in the Clear-Cutting and Stump Removal areas, and 24 in the Topsoil Stripping site. Resprout density was 3.0 ± 0.3a/m² in the Clear-Cutting, 1.7 ± 0.4b in the Stump Removal and 1.4 ± 0.4b in the Topsoil Stripping area (mean ± SD; Tukey HSD). Stems contributed to 61% of the resprouts in the Clear-Cutting area, while 60% of the resprouts in Stump Removal grew from root collars and 70% of the resprouts in Topsoil Stripping grew from roots. Underground resprouts emerged from a depth of up to 24 cm. An increase in disturbance severity negatively affected resprouting ability, but natural regeneration was high regardless of disturbance severity. The high resprouting ability of the deciduous forest trees provides resilience even after topsoil stripping. RESUMO Árvores de floresta estacional decidual possuem grande capacidade de rebrota, que pode ser utilizada para sua restauração. Porém, a capacidade de rebrota é afetada pelo tipo e severidade da perturbação. Este estudo descreveu a regeneração via rebrota de árvores em uma floresta estacional seis meses após ser submetida a um gradiente de aumento de perturbação, no Brasil Central. Na expansão de uma cava de mineração em maio de 2013, 10 ha de floresta estacional foram desmatados e formaram-se três níveis crescentes de distúrbio: corte raso, destoca e remoção de 5-20 cm da camada superficial do solo. Foram alocadas ao acaso em cada tipo de distúrbio 20 parcelas circulares de 3,14 m², nas quais foram contadas e identificadas as espécies rebrotando, e avaliada a altura de inserção e o órgão responsável pela rebrota. A área de corte raso e destoca apresentaram 27 espécies e a remoção de solo 24 (curvas de rarefação). A densidade de rebrotas/m² foi 3,0 ± 0,3a no corte raso, 1,7 ± 0,4b na destoca e 1,4 ± 0,4b na remoção de solo (M ± DP; Tukey HSD). Tocos contribuíram com 61% das rebrotas no corte raso, colos 60% na destoca e raízes 70% na remoção de solo; rebrotas subterrâneas emergiram de até 24 cm de profundidade. O aumento da severidade do distúrbio afetou negativamente a capacidade de rebrota, porém, a regeneração natural foi alta nos três distúrbios. A alta capacidade de rebrota das árvores de florestas deciduais confere resiliência mesmo diante de distúrbios que removem o solo superficial.",scielo
"Rodriguez, Sofia Calvo and Alvarado, Julio Calvo and Espírito-Santo, Mario Marcos do and Nunes, Yule Roberta Ferreira",2017,"MYRACRODRUON URUNDEUVA FR ALL. (AROEIRA TREE) POPULATION DYNAMICS, DIAMETER GROWTH RATE AND ITS POTENTIAL FOR SUSTAINABLE MANAGEMENT IN SUCCESSIONAL TROPICAL DRY FORESTS OF BRAZIL","ABSTRACT Myracrodruon urundeuva, better known in Brazil as “Aroeira”, is an arboreal species highly used for its commercial and pharmacological value. Despite the high commercial value in the timber market, this species lacks studies analyzing the recovery time and growth in different stages of succession in the Brazilian tropical dry forests. The main objective of this study was to determine growth rates of this species in three successional stages of a tropical dry forest in Mata Seca State Park, in Minas Gerais, Brazil. We measured all individuals (≥5cm of DBH) annually in 18 permanent plots in early, intermediate, and late successional stages over a period of 8 years (2006-2014). We calculated the annual diameter increments for each individual of this species, for each successional stage and by diameter class. We obtained the following mean annual increments by successional stage: early (10.53 mm/yr), intermediate (2.09 mm/yr), and late (2.90 mm/yr). Increment growth rates were similar between the intermediate and late successional stages. The highest incremental increase in diameter was obtained in the diameter classes 5-15 cm and 15-25 cm in the early stage, and for the intermediate stage, maximum increments were found in the 5-15 cm diameter class and 35-45 cm class for the late stage. Results from this study support the conclusion that this tree is not only a pioneering species but that it also tolerates the conditions of advanced successional stages. Given the fast and high diametric increments observed in the early stage of succession and the smaller diametric classes, this species demonstrates great potential for silvicultural management. RESUMO Myracrodruon urundeuva, mais conhecida no Brasil como “Aroeira”, é uma espécie arbórea altamente utilizada por seu valor comercial e farmacológico. Apesar do alto valor comercial no mercado, esta espécie carece de estudos sobre o tempo de recuperação e crescimento em diferentes estágios de sucessão nas florestas secas tropicais brasileiras. O principal objetivo deste estudo foi determinar as taxas de crescimento diamétrico das árvores em três estágios sucessionais da floresta tropical seca no Parque Estadual Mata Seca, em Minas Gerais, Brasil. Nós medimos todos os indivíduos (≥5cm de DAP) anualmente em 18 parcelas permanentes em estágios sucessionais inicial, intermediário e tardio durante um período de 8 anos (2006-2014). Calculamos os incrementos anuais de diâmetro para cada indivíduo desta espécie, para cada estágio sucessional e por classe diamétrica. Foram obtidos os seguintes incrementos médios anuais por estágio sucessional: inicial (10,53 mm/ano), intermediário (2,09 mm/ano) e tardio (2,90 mm/ano). As taxas de incremento foram semelhantes entre os estágios sucessionais intermediário e tardio. O maior aumento incremental de diâmetro foi obtido nas classes de diâmetro 5-15 cm e 15-25 cm no estágio inicial, e para o estágio intermediário, incrementos máximos foram encontrados na classe de 5-15 cm de diâmetro e na classe de 35-45 cm no estágio tardio. Os resultados deste estudo permitem concluir que esta árvore não é apenas uma espécie pioneira, mas que também tolera as condições de estágios sucessionais avançados. Tendo em conta os incrementos diametrais rápidos e elevados observados no estágio inicial de sucessão e nas classes de diâmetro menores, esta espécie demonstra grande potencial para o manejo silvicultural.",scielo
"Katayama, Michele Viana and Zima, Paulo Victor Queijo and Perrella, Daniel Fernandes and Francisco, Mercival Roberto",2017,"Successional stage effect on the availability of tree cavities for cavity-nesting birds in an Atlantic Forest park from the state of São Paulo, Brazil","Abstract The availability of suitable cavities and substrate for hole construction can limit the populations of birds that rely on tree hollows to reproduce. Several studies have focused on the effects of types of habitats, and types of human disturbances on cavities abundance, but the effect of successional stages in the Atlantic Forest has been poorly addressed. In this study we aimed to compare the availability and biometric characteristics of tree cavities between primary and mid-successional stage sites in an Atlantic Forest area from southeastern Brazil. Based on nest characteristics described in the literature, we inferred if hollows present in secondary sites could harbor the large secondary-nester Atlantic Forest birds, with special attention to toucans and hawks. From September 2016 to April 2017, 96 cavities were sampled, 67 in the primary, and 29 in the secondary plots. Our data revealed that the communities of cavity-nester birds in mid-successional stage areas may be more affected by the reduced cavity availability than by cavities quality, as the number of cavities in these sites was less than half than that found in mature forests. We also provide evidences that the largest cavity nesters, such as the biggest hawks, might have limited nesting possibilities in mid-successional stage areas especially due to small cavity entrances, which may have important reflects in conservation strategies. Resumo A disponibilidade de cavidades adequadas e o substrato para a escavação de ocos podem limitar as populações de aves que dependem das cavidades de árvores para se reproduzir. Vários estudos se concentraram nos efeitos dos tipos de habitats e em tipos de distúrbios antrópicas sobre a disponibilidade de cavidades, mas o efeito da sucessão ecológica na Mata Atlântica é muito pouco investigado. Neste estudo, buscamos comparar a disponibilidade e algumas características biométricas das cavidades de árvores entre áreas em estágio primário e secundário-médio na Mata Atlântica do sudeste do Brasil. Baseado nas características dos ninhos das espécies que ocorrem na área de estudo, também deduzimos se as cavidades que estão presentes em áreas secundárias poderiam abrigar as maiores aves que nidificam em cavidades, mas que são incapazes de escavá-las, com atenção especial aos tucanos e falcões. De setembro de 2016 a abril de 2017, 96 cavidades foram amostradas, 67 em áreas primárias e 29 em parcelas em locais de floresta secundária. Nossos dados revelaram que a comunidade de aves dependentes de ocos para nidificação em áreas em estágio médio de sucessão podem ser mais afetadas pela baixa disponibilidade de cavidades do que pela qualidade das cavidades, já que o número de cavidades nesses locais foi menos da metade do que o encontrado em florestas maduras. Também evidenciou-se que os nidificadores de cavidades de maior porte, como os grandes falcões, podem ter possibilidades de nidificação limitadas nas áreas de estágio médio de sucessão, especialmente devido ao tamanho reduzido das entradas de cavidades, o que pode ter importantes reflexos em estratégias de conservação.",scielo
"Rosa, Angélica Dalla and Silva, Ana Carolina and Higuchi, Pedro and Marcon, Amanda Koche and Missio, Francieli de Fátima and Bento, Marco Antonio and Silva, Jéssica Oneda da and Gonçalves, Didiane Ana and Rodrigues Júnior, Luiz Carlos",2016,"NATURAL REGENERATION OF TREE SPECIES IN A CLOUD FOREST IN SANTA CATARINA, BRAZIL","ABSTRACT This paper aims at characterizing the tree species natural regeneration and evaluating the relation of this stratum to both the adult component and the environmental variables in a fragment of a cloud forest in Santa Catarina, Brazil. In each of 25 20 × 20 m plots, where the adult component and environmental variables have previously been evaluated, subplots of different sizes varying according to plants' height were then allocated as follows: Class 1 - plants with a height varying from 0.15 cm up to 1 m, being evaluated within 5 m2; Class 2 - plants with a height varying from 1 up to 3 m, being evaluated within 10 m2; Class 3 - plants with a height greater than 3 m and DBH smaller than 5 cm, being evaluated within 20 m2. Data have been analyzed with regard to the determination of diversity (Shannon index), evenness (Pielou), Natural Regeneration Index (NRI), similarity with the adult component (Jaccard and Bray-Curtis), floristic-structural organization (Nonmetric Multidimensional Scaling - NMDS) and their relation to environmental variables. A total of 518 individuals distributed in 28 species were sampled. The low values of Shannon index (2.51 nat/ind) and evenness (0.75) suggest low diversity and elevated ecological dominance. The highest NRI has been found in the species Symphyopappus itatiayensis (Hieron.) R.M.King & H.Rob (19.36%). The similarity with the adult component were of 0.45 (Jaccard) and 0.24 (Bray-Curtis), demonstrating a low overall similarity (<0.50). The soil compaction was the only variable that has shown a relation with regeneration, which can be related to cattle's presence in the fragment. RESUMO Os objetivos do presente estudo foram caracterizar a regeneração natural arbórea e relacionar esse estrato com o componente adulto e com variáveis ambientais em um fragmento de floresta nebular em Santa Catarina. Em cada uma das 25 parcelas de 20 × 20 m, onde previamente foi realizado um estudo com caracterização do componente adulto e de variáveis ambientais, foram estabelecidas subparcelas, com tamanhos diferenciados de acordo com o tamanho das plantas, para a avaliação dos regenerantes: Classe 1, plantas com altura de 0,15 cm até 1 m, avaliadas em 5 m2; Classe 2, plantas com altura entre 1 e 3 m, avaliadas em 10 m2, e; Classe 3, plantas com altura maior que 3 m e DAP menor que 5 cm, avaliadas em 20 m2. Foram determinadas: diversidade (índice de Shannon), equabilidade (Pielou), Índice de Regeneração Natural (IRN), similaridade com o componente arbóreo adulto (Jaccard e Bray-curtis), organização florística-estrutural (escalonamento multidimensional não-métrico - NMDS) e relação com as variáveis ambientais. Foram amostrados 518 indivíduos distribuídos em 28 espécies. O valor do índice Shannon (2,51 nat/ind) e da equabilidade de Pielou (0,75) sugerem baixa diversidade e elevada dominância ecológica. A espécie de maior IRN foi Symphyopappus itatiayensis (Hieron.) R.M.King & H.Rob (19,36%). As similaridades com os adultos foram de 0,45 (Jaccard) e 0,24 (Bray-Curtis), demonstrando baixa similaridade (<0,50). A compactação do solo foi a única variável que apresentou relação com a regeneração, o que pode estar relacionado com a presença de gado no fragmento.",scielo
